Format Version,1.22,Take Name,Turn left 180 ZY 2019-04-17 10.19.24 AM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.19.28.994 上午,Total Frames in Take,1221,Total Exported Frames,1221,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
82,0.683333,-1022.406799,364.374268,1578.674805,-1143.538208,1144.321533,1734.791626,-1289.62207,354.955627,1578.974243,-1150.151611,1113.273193,1493.14624,,,,,,,,,,,,,,,,,,,
83,0.691667,-1022.408752,364.374237,1578.671509,-1143.507935,1144.310547,1734.807007,-1289.621094,354.95694,1578.982666,-1150.135254,1113.281006,1493.166626,,,,,,,,,,,,,,,,,,,
84,0.7,-1022.410034,364.37384,1578.668701,-1143.477783,1144.299927,1734.822388,-1289.619751,354.960266,1578.991699,-1150.118652,1113.289429,1493.18689,,,,,,,,,,,,,,,,,,,
85,0.708333,-1022.410889,364.373047,1578.666626,-1143.447876,1144.289551,1734.837891,-1289.618164,354.964661,1579.000732,-1150.101685,1113.298096,1493.207275,,,,,,,,,,,,,,,,,,,
86,0.716667,-1022.412048,364.372253,1578.664307,-1143.418335,1144.279541,1734.853638,-1289.616211,354.969513,1579.009644,-1150.084473,1113.306763,1493.227417,,,,,,,,,,,,,,,,,,,
87,0.725,-1022.414185,364.371857,1578.661377,-1143.389282,1144.269653,1734.869629,-1289.614136,354.974396,1579.018311,-1150.067017,1113.31543,1493.247559,,,,,,,,,,,,,,,,,,,
88,0.733333,-1022.417053,364.371979,1578.657227,-1143.360596,1144.260254,1734.885742,-1289.611694,354.979065,1579.026489,-1150.049072,1113.323975,1493.267456,,,,,,,,,,,,,,,,,,,
89,0.741667,-1022.419678,364.372314,1578.652832,-1143.332642,1144.251099,1734.901855,-1289.609131,354.983521,1579.033936,-1150.030762,1113.331909,1493.287231,,,,,,,,,,,,,,,,,,,
90,0.75,-1022.421265,364.372589,1578.648804,-1143.305298,1144.242065,1734.917969,-1289.606079,354.987579,1579.040649,-1150.011719,1113.3396,1493.306641,,,,,,,,,,,,,,,,,,,
91,0.758333,-1022.421265,364.372681,1578.645386,-1143.278687,1144.233276,1734.933838,-1289.602905,354.991364,1579.046631,-1149.992188,1113.34668,1493.325806,,,,,,,,,,,,,,,,,,,
92,0.766667,-1022.420288,364.372711,1578.642212,-1143.252808,1144.224365,1734.949341,-1289.599243,354.994873,1579.05188,-1149.972046,1113.353271,1493.344482,,,,,,,,,,,,,,,,,,,
93,0.775,-1022.418518,364.37265,1578.639282,-1143.227661,1144.215942,1734.964233,-1289.595459,354.998108,1579.056519,-1149.951538,1113.359375,1493.362427,,,,,,,,,,,,,,,,,,,
