Format Version,1.22,Take Name,walk straight forward ZY 2019-04-17 09.31.11 AM_007,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.00.21.041 上午,Total Frames in Take,964,Total Exported Frames,964,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,RTip,RTip,RTip,Trunk Front,Trunk Front,Trunk Front,LTip,LTip,LTip,Trunk Back,Trunk Back,Trunk Back,Unlabeled 1198,Unlabeled 1198,Unlabeled 1198,,,,,,,,,,,,,,,,,,,
,,C3EF0,C3EF0,C3EF0,C3F30,C3F30,C3F30,C3F40,C3F40,C3F40,C40B0,C40B0,C40B0,C40D0,C40D0,C40D0,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
76,0.633333,-125.567154,361.09729,76.423103,19.070097,1142.819458,262.355072,147.226822,368.767487,102.637024,48.973648,1107.587524,22.535442,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-125.648705,361.152222,76.243507,18.901562,1142.870483,262.335785,147.224609,368.812927,102.580727,48.728786,1107.664307,22.460699,,,,,,,,,,,,,,,,,,,,,,
78,0.65,-125.741364,361.192352,76.067032,18.754694,1142.894897,262.293427,147.251801,368.861298,102.546631,48.527882,1107.696655,22.410511,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-125.815567,361.180664,75.858406,18.55814,1142.915649,262.238861,147.210907,368.863983,102.490707,48.330822,1107.736938,22.352957,,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-125.89373,361.177185,75.704544,18.412395,1142.921753,262.17157,147.207794,368.910461,102.460899,48.164978,1107.757324,22.304914,,,,,,,,,,,,,,,,,,,,,,
81,0.675,-125.993027,361.2229,75.588631,18.226173,1142.933472,262.115814,147.227737,368.956512,102.441589,48.005028,1107.78064,22.259153,,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-126.076508,361.208954,75.472954,18.014383,1142.931641,262.035675,147.62616,369.682251,102.570404,47.821732,1107.800537,22.181734,,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-126.164825,361.203949,75.357002,17.834721,1142.940063,261.953247,147.175232,368.991516,102.354218,47.644718,1107.819702,22.119909,,,,,,,,,,,,,,,,,,,,,,
84,0.7,-126.324776,361.278992,75.284523,17.621075,1142.980835,261.893127,147.566513,369.687256,102.478073,47.479519,1107.833496,22.037312,,,,,,,,,,,,,,,,,,,,,,
85,0.708333,-126.417877,361.298859,75.159294,17.436754,1142.996582,261.815918,147.597198,369.725281,102.4496,47.310867,1107.839111,21.952644,,,,,,,,,,,,,,,,,,,,,,
86,0.716667,-126.534241,361.330139,75.014427,17.210648,1143.006592,261.711487,147.593872,369.74939,102.410973,47.123814,1107.842896,21.87834,,,,,,,,,,,,,,,,,,,,,,
87,0.725,-126.624451,361.371643,74.839424,16.967077,1143.031494,261.611603,147.572998,369.76358,102.351883,46.939442,1107.850708,21.793053,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-126.654472,361.348877,74.619827,16.769657,1143.058716,261.493988,147.242554,369.157776,102.147156,46.726955,1107.831665,21.675228,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-126.748802,361.396606,74.407028,16.548265,1143.095581,261.374359,147.247162,369.203522,102.081696,46.519054,1107.851685,21.570639,,,,,,,,,,,,,,,,,,,,,,
90,0.75,-126.817612,361.408295,74.226776,16.331478,1143.128784,261.24408,147.270905,369.238312,102.026085,46.319351,1107.851685,21.451258,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-126.949547,361.460327,74.118835,16.146978,1143.169189,261.107178,147.27533,369.278717,101.960121,46.074181,1107.861206,21.318123,,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-127.0774,361.527069,74.048332,15.975971,1143.206543,261.001404,147.282272,369.323273,101.917679,45.892639,1107.843872,21.221802,,,,,,,,,,,,,,,,,,,,,,
93,0.775,-127.18515,361.513672,74.012428,15.825653,1143.252197,260.891876,147.279312,369.335999,101.872063,45.679928,1107.844238,21.084398,,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-127.261879,361.495422,73.990685,15.685424,1143.293823,260.798187,147.272385,369.354492,101.852356,45.425213,1107.824463,20.960621,,,,,,,,,,,,,,,,,,,,,,
95,0.791667,-127.348167,361.485016,74.006012,15.536281,1143.331543,260.692963,147.595398,369.971008,101.92907,45.180111,1107.814209,20.821556,,,,,,,,,,,,,,,,,,,,,,
96,0.8,-127.363846,361.445648,74.017479,15.425261,1143.377563,260.593597,147.550201,369.949738,101.88414,44.909611,1107.762939,20.679564,,,,,,,,,,,,,,,,,,,,,,
97,0.808333,-127.481926,361.42868,74.067986,15.322615,1143.374146,260.514435,147.272552,369.361237,101.779945,44.639297,1107.708008,20.542845,,,,,,,,,,,,,,,,,,,,,,
98,0.816667,-127.511444,361.357147,74.098351,15.210559,1143.384155,260.404968,147.246964,369.337952,101.735069,44.343674,1107.67627,20.397835,,,,,,,,,,,,,,,,,,,,,,
99,0.825,-127.543228,361.291016,74.118607,15.096576,1143.386841,260.313751,147.257919,369.320435,101.721321,44.077656,1107.615967,20.250126,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,-127.646118,361.291626,74.1604,15.002661,1143.377319,260.212616,147.267609,369.315552,101.696671,43.814884,1107.568726,20.119064,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,-127.633217,361.194702,74.161507,14.903275,1143.36084,260.106598,147.586731,369.894714,101.796013,43.504997,1107.51001,19.973911,,,,,,,,,,,,,,,,,,,,,,
102,0.85,-127.673508,361.180939,74.155319,14.821201,1143.354492,259.99469,147.30864,369.256134,101.66198,43.245255,1107.445435,19.806139,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-127.68856,361.166656,74.156548,14.733846,1143.330933,259.893219,147.324829,369.230438,101.653,42.970554,1107.382202,19.652561,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-127.735214,361.15686,74.116753,14.664407,1143.320435,259.772552,147.363937,369.190857,101.630394,42.653664,1107.349121,19.461349,,,,,,,,,,,,,,,,,,,,,,
